# INTERNAL_OJS vocabulary — 6 May-2008 packages (2008085-2008105), issue 41 sweep
# element<TAB>count<TAB>packages_seen(of 6)<TAB>attrs
#PACKAGES 6
#HEADINGS 2110:961 2210:912 2280:910 2180:846 8098:642 1110:388 1180:380 2580:256 2220:249 2540:159 2510:138 2100:123 2240:109 2120:101 1120:68 1100:64 2200:57 0708:51 22D0:34 25F0:32 C398:31 3210:28 25C0:26 2140:25 22E0:21 2230:20 2520:19 3380:19 3310:18 1160:16 2130:15 1140:15 3280:13 22M0:12 PARL:12 3340:11 3110:10 0788:8 2250:8 9008:7 5008:6 21Y0:6 11M0:6 C298:6 0808:6 3180:6 3540:5 4280:4 3220:4 1130:4 21M0:3 CONS:3 4310:3 4008:3 3140:3 2150:2 4380:2 3580:2 25E0:2 3320:2 22Y0:1 3510:1 3350:1 3300:1 3200:1 4180:1 4320:1 25B0:1 1150:1 4520:1 33M0:1 33D0:1 3120:1 21B0:1 02A0:1
LOT_TITLE	427	6	
LOWEST_PRICE	82	6	
LOW_VALUE	292	6	
MAIN_ACTIVITIES	6009	6	
MAIN_FINANCIAL_CONDITIONS	2	2	
MAIN_FINANCING_CONDITIONS	260	6	
MARKET	6907	6	
MARKET_ORG	6907	6	
MARK_LIST	448	6	SEP
MAXIMUM_NUMBER_INVITED	297	6	
MAX_NUMBER_PARTICIPANTS	47	6	
MAX_PARTICIPANTS_NUMBER	2	2	
MEDIATION_PROCEDURE_BODY_RESPONSIBLE	110	6	
MEMBERS_NAME	7	3	
MEMBERS_NAMES	4	3	
MEMBER_STATE	1	1	
METHODS_CONDITIONS	3	2	
MINIMUM_TIME_MAINTAINING_TENDER	160	6	
MIN_PARTICIPANTS_NUMBER	2	2	
MIXED	380	6	
MLI_OCCUR	2948	6	NO_SEQ
MONTH	7969	6	
MONTHS	377	6	
MORE_INFORMATION_IF_ANNUAL_MONTHLY	1948	6	
MORE_INFORMATION_TO_SUB_CONTRACTED	508	6	
MOST_ECONOMICALLY_ADVANTAGEOUS_TENDER	495	6	
MOST_ECONOMICALLY_ADVANTAGEOUS_TENDER_SHORT	223	6	
NAME	31	3	
NAME_ADDRESSES_CONTACT_BUYER_PROFILE	2	2	
NAME_ADDRESSES_CONTACT_CONCESSION	16	6	
NAME_ADDRESSES_CONTACT_CONTRACT	2988	6	
NAME_ADDRESSES_CONTACT_CONTRACT_AWARD	2181	6	
NAME_ADDRESSES_CONTACT_CONTRACT_AWARD_UTILITIES	258	6	
NAME_ADDRESSES_CONTACT_CONTRACT_UTILITIES	323	6	
NAME_ADDRESSES_CONTACT_DESIGN_CONTEST	35	6	
NAME_ADDRESSES_CONTACT_PERIODIC_INDICATIVE_UTILITIES	32	6	
NAME_ADDRESSES_CONTACT_PRIOR_INFORMATION	246	6	
NAME_ADDRESSES_CONTACT_QUALIFICATION_SYSTEM_UTILITIES	26	6	
